,path,filename,full_duration,duration_limit,padding,missing_samples,spectrogram_min,spectrogram_max,mel_spectrogram_min,mel_spectrogram_max,mfcc_min,mfcc_max,spectrogram_path,mel_spectrogram_path,mfcc_path
1083,E:\Sample library\2021\Dinma [Dreamscape]\davidhooper-so unique (4).wav,davidhooper-so unique (4).wav,25.26,8,False,0,-48.963993072509766,31.036006927490234,-68.35787963867188,11.64212417602539,-400.36639404296875,228.57589721679688,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\Spectrograms\davidhooper-so unique (4).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MelSpectrograms\davidhooper-so unique (4).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MFCCs\davidhooper-so unique (4).npy
1084,E:\Sample library\2021\Dinma [Dreamscape]\davidhooper-so unique (5).wav,davidhooper-so unique (5).wav,31.35,8,False,0,-51.01287078857422,28.987131118774414,-70.40675354003906,9.593247413635254,-354.54461669921875,240.77008056640625,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\Spectrograms\davidhooper-so unique (5).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MelSpectrograms\davidhooper-so unique (5).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MFCCs\davidhooper-so unique (5).npy
1085,E:\Sample library\2021\Dinma [Dreamscape]\dickwalter&eugenecines -quietreflections (1).wav,dickwalter&eugenecines -quietreflections (1).wav,37.37,8,False,0,-49.59661102294922,30.40338897705078,-69.7636489868164,10.236350059509277,-500.51116943359375,237.31622314453125,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\Spectrograms\dickwalter&eugenecines -quietreflections (1).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MelSpectrograms\dickwalter&eugenecines -quietreflections (1).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MFCCs\dickwalter&eugenecines -quietreflections (1).npy
1086,E:\Sample library\2021\Dinma [Dreamscape]\enricopieranunzi&silvanochimentileylatheme(1).wav,enricopieranunzi&silvanochimentileylatheme(1).wav,22.78,8,False,0,-55.72488021850586,24.27511978149414,-76.06884002685547,3.931159019470215,-368.56463623046875,223.55770874023438,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\Spectrograms\enricopieranunzi&silvanochimentileylatheme(1).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MelSpectrograms\enricopieranunzi&silvanochimentileylatheme(1).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MFCCs\enricopieranunzi&silvanochimentileylatheme(1).npy
1087,E:\Sample library\2021\Dinma [Dreamscape]\enricopieranunzi&silvanochimentileylatheme(2).wav,enricopieranunzi&silvanochimentileylatheme(2).wav,14.88,8,False,0,-51.784080505371094,28.215919494628906,-72.84141540527344,7.158586502075195,-325.252685546875,223.53021240234375,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\Spectrograms\enricopieranunzi&silvanochimentileylatheme(2).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MelSpectrograms\enricopieranunzi&silvanochimentileylatheme(2).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MFCCs\enricopieranunzi&silvanochimentileylatheme(2).npy
1088,E:\Sample library\2021\Dinma [Dreamscape]\foamekfromtheverystart(1).wav,foamekfromtheverystart(1).wav,39.86,8,False,0,-45.84998321533203,34.15001678466797,-66.4402084350586,13.559789657592773,-433.7231750488281,207.83067321777344,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\Spectrograms\foamekfromtheverystart(1).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MelSpectrograms\foamekfromtheverystart(1).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MFCCs\foamekfromtheverystart(1).npy
1089,E:\Sample library\2021\Dinma [Dreamscape]\georgedukepeace(1).wav,georgedukepeace(1).wav,30.84,8,False,0,-50.65873718261719,29.341262817382812,-70.05261993408203,9.947381019592285,-481.8826599121094,223.302734375,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\Spectrograms\georgedukepeace(1).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MelSpectrograms\georgedukepeace(1).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MFCCs\georgedukepeace(1).npy
1090,E:\Sample library\2021\Dinma [Dreamscape]\georgedukepeace(2).wav,georgedukepeace(2).wav,34.83,8,False,0,-50.4062614440918,29.593738555908203,-70.6688003540039,9.331199645996094,-417.93109130859375,242.72308349609375,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\Spectrograms\georgedukepeace(2).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MelSpectrograms\georgedukepeace(2).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MFCCs\georgedukepeace(2).npy
1091,E:\Sample library\2021\Dinma [Dreamscape]\goblinoblio(1).wav,goblinoblio(1).wav,41.43,8,False,0,-60.63478088378906,19.365217208862305,-81.22272491455078,-1.222725749015808,-517.070556640625,248.05422973632812,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\Spectrograms\goblinoblio(1).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MelSpectrograms\goblinoblio(1).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MFCCs\goblinoblio(1).npy
1092,E:\Sample library\2021\Dinma [Dreamscape]\goblinoblio(2).wav,goblinoblio(2).wav,20.62,8,False,0,-48.682125091552734,31.317874908447266,-68.38715362548828,11.61284351348877,-474.4790954589844,219.8843994140625,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\Spectrograms\goblinoblio(2).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MelSpectrograms\goblinoblio(2).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MFCCs\goblinoblio(2).npy
1093,E:\Sample library\2021\Dinma [Dreamscape]\haroldmelvin&thebluenotes-makemefeelsogood (1).wav,haroldmelvin&thebluenotes-makemefeelsogood (1).wav,42.37,8,False,0,-49.236732482910156,30.763267517089844,-68.99995422363281,11.00004768371582,-383.72332763671875,228.28445434570312,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\Spectrograms\haroldmelvin&thebluenotes-makemefeelsogood (1).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MelSpectrograms\haroldmelvin&thebluenotes-makemefeelsogood (1).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MFCCs\haroldmelvin&thebluenotes-makemefeelsogood (1).npy
1094,E:\Sample library\2021\Dinma [Dreamscape]\horstjankowski-lovingwords (1).wav,horstjankowski-lovingwords (1).wav,46.46,8,False,0,-53.99976348876953,26.000234603881836,-73.39364624023438,6.606351852416992,-422.9926452636719,205.2518768310547,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\Spectrograms\horstjankowski-lovingwords (1).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MelSpectrograms\horstjankowski-lovingwords (1).npy,E:\Documents\My Projects\Filtr\Data\audio_vectors\features\MFCCs\horstjankowski-lovingwords (1).npy
